table,table_title,reference_quarter,measure,breakdown_1,breakdown_2,unit,series_id,value
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q1,Employees Involved,Total disputes,,000,A2540915X,3.8
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q1,Working days Lost,Enterprise Bargaining related,Remuneration,000,A2540895A,0.2
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q1,Working days Lost,Enterprise Bargaining related,Employment conditions,000,A2540925C,32.7
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q1,Working days Lost,Non-Enterprise Bargaining related,Health and safety,000,A2540901K,0.1
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q1,Working days Lost,Non-Enterprise Bargaining related,Union issues,000,A2540919J,0.5
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q1,Working days Lost,Non-Enterprise Bargaining related,Other,000,A2540904T,0.6
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q1,Working days Lost,Total disputes,,000,A2540916A,34.1
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Number of Disputes,Enterprise Bargaining related,Remuneration,Number,A2540893W,11
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Number of Disputes,Enterprise Bargaining related,Employment conditions,Number,A2540923X,18
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Number of Disputes,Enterprise Bargaining related,Other,Number,A2540896C,1
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Number of Disputes,Non-Enterprise Bargaining related,Health and safety,Number,A2540899K,5
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Number of Disputes,Non-Enterprise Bargaining related,Job security,Number,A2540908A,1
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Number of Disputes,Non-Enterprise Bargaining related,Managerial policy,Number,A2540905V,3
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Number of Disputes,Non-Enterprise Bargaining related,Union issues,Number,A2540917C,1
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Number of Disputes,Non-Enterprise Bargaining related,Other,Number,A2540902L,1
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Number of Disputes,Total disputes,,Number,A2540914W,41
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Employees Involved,Enterprise Bargaining related,Remuneration,000,A2540894X,1.8
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Employees Involved,Enterprise Bargaining related,Employment conditions,000,A2540924A,1.6
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Employees Involved,Non-Enterprise Bargaining related,Health and safety,000,A2540900J,2.9
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Employees Involved,Non-Enterprise Bargaining related,Job security,000,A2540909C,1.2
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Employees Involved,Non-Enterprise Bargaining related,Union issues,000,A2540918F,0.1
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Employees Involved,Non-Enterprise Bargaining related,Other,000,A2540903R,6.3
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Employees Involved,Total disputes,,000,A2540915X,14.3
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Working days Lost,Enterprise Bargaining related,Remuneration,000,A2540895A,2.9
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Working days Lost,Enterprise Bargaining related,Employment conditions,000,A2540925C,2.6
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Working days Lost,Non-Enterprise Bargaining related,Health and safety,000,A2540901K,1.8
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Working days Lost,Non-Enterprise Bargaining related,Job security,000,A2540910L,0.7
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Working days Lost,Non-Enterprise Bargaining related,Union issues,000,A2540919J,0.1
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Working days Lost,Non-Enterprise Bargaining related,Other,000,A2540904T,4.5
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q2,Working days Lost,Total disputes,,000,A2540916A,12.9
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Number of Disputes,Enterprise Bargaining related,Remuneration,Number,A2540893W,16
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Number of Disputes,Enterprise Bargaining related,Employment conditions,Number,A2540923X,14
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Number of Disputes,Enterprise Bargaining related,Other,Number,A2540896C,1
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Number of Disputes,Non-Enterprise Bargaining related,Remuneration,Number,A2540920T,1
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Number of Disputes,Non-Enterprise Bargaining related,Health and safety,Number,A2540899K,5
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Number of Disputes,Non-Enterprise Bargaining related,Job security,Number,A2540908A,1
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Number of Disputes,Non-Enterprise Bargaining related,Managerial policy,Number,A2540905V,1
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Number of Disputes,Non-Enterprise Bargaining related,Other,Number,A2540902L,3
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Number of Disputes,Total disputes,,Number,A2540914W,42
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Employees Involved,Enterprise Bargaining related,Remuneration,000,A2540894X,1.4
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Employees Involved,Enterprise Bargaining related,Employment conditions,000,A2540924A,2.6
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Employees Involved,Non-Enterprise Bargaining related,Health and safety,000,A2540900J,0.7
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Employees Involved,Non-Enterprise Bargaining related,Job security,000,A2540909C,0.7
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Employees Involved,Non-Enterprise Bargaining related,Other,000,A2540903R,3.6
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Employees Involved,Total disputes,,000,A2540915X,10
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Working days Lost,Enterprise Bargaining related,Remuneration,000,A2540895A,3.6
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Working days Lost,Enterprise Bargaining related,Employment conditions,000,A2540925C,35.6
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Working days Lost,Non-Enterprise Bargaining related,Health and safety,000,A2540901K,0.8
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Working days Lost,Non-Enterprise Bargaining related,Job security,000,A2540910L,0.7
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Working days Lost,Non-Enterprise Bargaining related,Other,000,A2540904T,2.4
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q3,Working days Lost,Total disputes,,000,A2540916A,44.5
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q4,Number of Disputes,Enterprise Bargaining related,Remuneration,Number,A2540893W,14
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q4,Number of Disputes,Enterprise Bargaining related,Employment conditions,Number,A2540923X,26
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q4,Number of Disputes,Non-Enterprise Bargaining related,Employment conditions,Number,A2540911R,2
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q4,Number of Disputes,Non-Enterprise Bargaining related,Health and safety,Number,A2540899K,2
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q4,Number of Disputes,Non-Enterprise Bargaining related,Job security,Number,A2540908A,3
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q4,Number of Disputes,Non-Enterprise Bargaining related,Other,Number,A2540902L,2
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q4,Number of Disputes,Total disputes,,Number,A2540914W,49
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q4,Employees Involved,Enterprise Bargaining related,Employment conditions,000,A2540924A,12.9
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q4,Employees Involved,Non-Enterprise Bargaining related,Health and safety,000,A2540900J,0.1
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q4,Employees Involved,Non-Enterprise Bargaining related,Other,000,A2540903R,11.4
04a,"Disputes, employees involved and working days lost by cause (Enterprise Bargaining related vs not)",2018-Q4,Employees Involved,Total disputes,,000,A2540915X,27
