table,title,category,jurisdiction,financial_year,value
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,ACT,2019-20,20
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,ACT,2020-21,9
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,ACT,2021-22,26
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,ACT,2022-23,51
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,ACT,2023-24,72
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,Aus Gov,2019-20,1119
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,Aus Gov,2020-21,1238
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,Aus Gov,2021-22,923
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,Aus Gov,2022-23,671
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,Aus Gov,2023-24,748
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,Seacare,2019-20,0
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,Seacare,2020-21,0
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,Seacare,2021-22,0
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,Seacare,2022-23,0
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,Seacare,2023-24,0
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,AUST,2019-20,5206
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,AUST,2020-21,3670
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,AUST,2021-22,3273
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,AUST,2022-23,3178
Table 2.2,"Table 2.2. Number of workshops, presentations and seminars (proactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_b)",,AUST,2023-24,2841
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,NSW,2019-20,11821
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,NSW,2020-21,12300
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,NSW,2021-22,9674
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,NSW,2022-23,11963
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,NSW,2023-24,14276
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,VIC,2019-20,24020
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,VIC,2020-21,22064
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,VIC,2021-22,21923
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,VIC,2022-23,26268
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,VIC,2023-24,31981
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,QLD,2019-20,13375
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,QLD,2020-21,12833
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,QLD,2021-22,13008
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,QLD,2022-23,13424
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,QLD,2023-24,15242
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,SA,2019-20,4445
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,SA,2020-21,4618
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,SA,2021-22,3463
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,SA,2022-23,3240
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,SA,2023-24,4141
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,WA,2019-20,2556
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,WA,2020-21,2687
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,WA,2021-22,2981
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,WA,2022-23,2873
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,WA,2023-24,2756
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,TAS,2019-20,784
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,TAS,2020-21,795
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,TAS,2021-22,779
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,TAS,2022-23,667
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,TAS,2023-24,714
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,NT,2019-20,3072
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,NT,2020-21,2466
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,NT,2021-22,3034
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,NT,2022-23,3086
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,NT,2023-24,3283
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,ACT,2019-20,724
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,ACT,2020-21,979
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,ACT,2021-22,858
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,ACT,2022-23,1932
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,ACT,2023-24,1179
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,Aus Gov,2019-20,1480
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,Aus Gov,2020-21,1632
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,Aus Gov,2021-22,1430
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,Aus Gov,2022-23,988
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,Aus Gov,2023-24,1154
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,AUST,2019-20,62277
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,AUST,2020-21,60374
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,AUST,2021-22,57150
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,AUST,2022-23,64441
Table 2.3,"Table 2.3. Number of workplace visits (reactive) by jurisdiction, 5-year to 2023-24 (Indicator 12a_c)",,AUST,2023-24,74726
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,NSW,2019-20,9636
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,NSW,2020-21,12451
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,NSW,2021-22,12167
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,NSW,2022-23,14831
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,NSW,2023-24,19369
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,VIC,2019-20,0
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,VIC,2020-21,0
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,VIC,2021-22,0
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,VIC,2022-23,0
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,VIC,2023-24,0
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,QLD,2019-20,54742
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,QLD,2020-21,65276
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,QLD,2021-22,73403
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,QLD,2022-23,76884
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,QLD,2023-24,87404
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,SA,2019-20,5028
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,SA,2020-21,4747
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,SA,2021-22,5089
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,SA,2022-23,5580
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,SA,2023-24,5806
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,WA,2019-20,19267
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,WA,2020-21,24576
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,WA,2021-22,25626
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,WA,2022-23,28780
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,WA,2023-24,26736
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,TAS,2019-20,0
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,TAS,2020-21,0
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,TAS,2021-22,297
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,TAS,2022-23,1841
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,TAS,2023-24,1247
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,Aus Gov,2019-20,2126
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,Aus Gov,2020-21,2922
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,Aus Gov,2021-22,2054
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,Aus Gov,2022-23,14467
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,Aus Gov,2023-24,16107
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,Seacare,2019-20,0
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,Seacare,2020-21,0
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,Seacare,2021-22,0
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,Seacare,2022-23,0
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,Seacare,2023-24,0
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,AUST,2019-20,90799
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,AUST,2020-21,109972
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,AUST,2021-22,118636
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,AUST,2022-23,142383
Table 2.4,"Table 2.4. Other reactive interventions by jurisdiction, 5-year to 2023-24 (Indicator 12a_d)",,AUST,2023-24,156669
Table 2.5,"Table 2.5. Number of field active inspectors by jurisdiction, 5-year to 2023-24 (Indicator 12b_a)",,NSW,2019-20,330
Table 2.5,"Table 2.5. Number of field active inspectors by jurisdiction, 5-year to 2023-24 (Indicator 12b_a)",,NSW,2020-21,370
Table 2.5,"Table 2.5. Number of field active inspectors by jurisdiction, 5-year to 2023-24 (Indicator 12b_a)",,NSW,2021-22,370
Table 2.5,"Table 2.5. Number of field active inspectors by jurisdiction, 5-year to 2023-24 (Indicator 12b_a)",,NSW,2022-23,370
Table 2.5,"Table 2.5. Number of field active inspectors by jurisdiction, 5-year to 2023-24 (Indicator 12b_a)",,NSW,2023-24,370
Table 2.5,"Table 2.5. Number of field active inspectors by jurisdiction, 5-year to 2023-24 (Indicator 12b_a)",,VIC,2019-20,266.75
Table 2.5,"Table 2.5. Number of field active inspectors by jurisdiction, 5-year to 2023-24 (Indicator 12b_a)",,VIC,2020-21,293.35
Table 2.5,"Table 2.5. Number of field active inspectors by jurisdiction, 5-year to 2023-24 (Indicator 12b_a)",,VIC,2021-22,311.5
Table 2.5,"Table 2.5. Number of field active inspectors by jurisdiction, 5-year to 2023-24 (Indicator 12b_a)",,VIC,2022-23,362.01
Table 2.5,"Table 2.5. Number of field active inspectors by jurisdiction, 5-year to 2023-24 (Indicator 12b_a)",,VIC,2023-24,373.13
Table 2.5,"Table 2.5. Number of field active inspectors by jurisdiction, 5-year to 2023-24 (Indicator 12b_a)",,QLD,2019-20,249
Table 2.5,"Table 2.5. Number of field active inspectors by jurisdiction, 5-year to 2023-24 (Indicator 12b_a)",,QLD,2020-21,240
Table 2.5,"Table 2.5. Number of field active inspectors by jurisdiction, 5-year to 2023-24 (Indicator 12b_a)",,QLD,2021-22,245
