sex,year,characteristic,subcategory,location,unit,value
Females,2024,Age at incident (victim),55–64 years at incident,New South Wales,Number,52
Females,2024,Age at incident (victim),65 years and over at incident,New South Wales,Number,30
Females,2024,Time to report,Less than 1 year to report,New South Wales,Number,3164
Females,2024,Time to report,1 to less than 2 years to report,New South Wales,Number,450
Females,2024,Time to report,2 to less than 5 years to report,New South Wales,Number,556
Females,2024,Time to report,5 to less than 10 years to report,New South Wales,Number,476
Females,2024,Time to report,10 to less than 20 years to report,New South Wales,Number,369
Females,2024,Time to report,20 years and over to report,New South Wales,Number,670
Females,2024,Relationship of offender to victim,Intimate partner,New South Wales,Number,2762
Females,2024,Relationship of offender to victim,Current partner,New South Wales,Number,2051
Females,2024,Relationship of offender to victim,Ex-partner,New South Wales,Number,706
Females,2024,Relationship of offender to victim,Parent,New South Wales,Number,1154
Females,2024,Relationship of offender to victim,Other,New South Wales,Number,1764
Persons,2024,Age at incident (victim),0–9 years at incident,New South Wales,Number,2225
Persons,2024,Age at incident (victim),10–17 years at incident,New South Wales,Number,2621
Persons,2024,Age at incident (victim),18–24 years at incident,New South Wales,Number,604
Persons,2024,Age at incident (victim),25–34 years at incident,New South Wales,Number,742
Persons,2024,Age at incident (victim),35–44 years at incident,New South Wales,Number,488
Persons,2024,Age at incident (victim),45–54 years at incident,New South Wales,Number,203
Persons,2024,Age at incident (victim),55–64 years at incident,New South Wales,Number,63
Persons,2024,Age at incident (victim),65 years and over at incident,New South Wales,Number,35
Persons,2024,Time to report,Less than 1 year to report,New South Wales,Number,3912
Persons,2024,Time to report,1 to less than 2 years to report,New South Wales,Number,522
Persons,2024,Time to report,2 to less than 5 years to report,New South Wales,Number,652
Persons,2024,Time to report,5 to less than 10 years to report,New South Wales,Number,557
Persons,2024,Time to report,10 to less than 20 years to report,New South Wales,Number,450
Persons,2024,Time to report,20 years and over to report,New South Wales,Number,884
Persons,2024,Relationship of offender to victim,Intimate partner,New South Wales,Number,3070
Persons,2024,Relationship of offender to victim,Current partner,New South Wales,Number,2282
Persons,2024,Relationship of offender to victim,Ex-partner,New South Wales,Number,789
Persons,2024,Relationship of offender to victim,Parent,New South Wales,Number,1528
Persons,2024,Relationship of offender to victim,Other,New South Wales,Number,2379
Males,2024,Age at incident (victim),0–9 years at incident,Victoria,Number,114
Males,2024,Age at incident (victim),10–17 years at incident,Victoria,Number,78
Males,2024,Age at incident (victim),18–24 years at incident,Victoria,Number,21
Males,2024,Age at incident (victim),25–34 years at incident,Victoria,Number,13
Males,2024,Age at incident (victim),35–44 years at incident,Victoria,Number,21
Males,2024,Age at incident (victim),45–54 years at incident,Victoria,Number,3
Males,2024,Age at incident (victim),55–64 years at incident,Victoria,Number,3
Males,2024,Age at incident (victim),65 years and over at incident,Victoria,Number,0
Males,2024,Time to report,Less than 1 year to report,Victoria,Number,101
Males,2024,Time to report,1 to less than 2 years to report,Victoria,Number,27
Males,2024,Time to report,2 to less than 5 years to report,Victoria,Number,31
Males,2024,Time to report,5 to less than 10 years to report,Victoria,Number,20
Males,2024,Time to report,10 to less than 20 years to report,Victoria,Number,26
Males,2024,Time to report,20 years and over to report,Victoria,Number,48
Males,2024,Relationship of offender to victim,Intimate partner,Victoria,Number,54
Males,2024,Relationship of offender to victim,Current partner,Victoria,Number,22
Males,2024,Relationship of offender to victim,Ex-partner,Victoria,Number,39
Males,2024,Relationship of offender to victim,Parent,Victoria,Number,11
Males,2024,Relationship of offender to victim,Other,Victoria,Number,171
Females,2024,Age at incident (victim),0–9 years at incident,Victoria,Number,410
Females,2024,Age at incident (victim),10–17 years at incident,Victoria,Number,787
Females,2024,Age at incident (victim),18–24 years at incident,Victoria,Number,387
Females,2024,Age at incident (victim),25–34 years at incident,Victoria,Number,530
Females,2024,Age at incident (victim),35–44 years at incident,Victoria,Number,339
Females,2024,Age at incident (victim),45–54 years at incident,Victoria,Number,164
Females,2024,Age at incident (victim),55–64 years at incident,Victoria,Number,29
Females,2024,Age at incident (victim),65 years and over at incident,Victoria,Number,11
Females,2024,Time to report,Less than 1 year to report,Victoria,Number,1527
Females,2024,Time to report,1 to less than 2 years to report,Victoria,Number,243
Females,2024,Time to report,2 to less than 5 years to report,Victoria,Number,260
Females,2024,Time to report,5 to less than 10 years to report,Victoria,Number,258
Females,2024,Time to report,10 to less than 20 years to report,Victoria,Number,190
Females,2024,Time to report,20 years and over to report,Victoria,Number,205
Females,2024,Relationship of offender to victim,Intimate partner,Victoria,Number,1521
Females,2024,Relationship of offender to victim,Current partner,Victoria,Number,645
Females,2024,Relationship of offender to victim,Ex-partner,Victoria,Number,876
Females,2024,Relationship of offender to victim,Parent,Victoria,Number,62
Females,2024,Relationship of offender to victim,Other,Victoria,Number,1048
Persons,2024,Age at incident (victim),0–9 years at incident,Victoria,Number,525
Persons,2024,Age at incident (victim),10–17 years at incident,Victoria,Number,866
Persons,2024,Age at incident (victim),18–24 years at incident,Victoria,Number,408
Persons,2024,Age at incident (victim),25–34 years at incident,Victoria,Number,537
Persons,2024,Age at incident (victim),35–44 years at incident,Victoria,Number,361
Persons,2024,Age at incident (victim),45–54 years at incident,Victoria,Number,169
Persons,2024,Age at incident (victim),55–64 years at incident,Victoria,Number,36
Persons,2024,Age at incident (victim),65 years and over at incident,Victoria,Number,11
Persons,2024,Time to report,Less than 1 year to report,Victoria,Number,1635
Persons,2024,Time to report,1 to less than 2 years to report,Victoria,Number,272
Persons,2024,Time to report,2 to less than 5 years to report,Victoria,Number,290
Persons,2024,Time to report,5 to less than 10 years to report,Victoria,Number,285
Persons,2024,Time to report,10 to less than 20 years to report,Victoria,Number,213
Persons,2024,Time to report,20 years and over to report,Victoria,Number,249
Persons,2024,Relationship of offender to victim,Intimate partner,Victoria,Number,1580
Persons,2024,Relationship of offender to victim,Current partner,Victoria,Number,663
Persons,2024,Relationship of offender to victim,Ex-partner,Victoria,Number,917
Persons,2024,Relationship of offender to victim,Parent,Victoria,Number,73
Persons,2024,Relationship of offender to victim,Other,Victoria,Number,1226
Males,2024,Age at incident (victim),0–9 years at incident,Queensland,Number,184
Males,2024,Age at incident (victim),10–17 years at incident,Queensland,Number,106
Males,2024,Age at incident (victim),18–24 years at incident,Queensland,Number,23
Males,2024,Age at incident (victim),25–34 years at incident,Queensland,Number,37
Males,2024,Age at incident (victim),35–44 years at incident,Queensland,Number,25
Males,2024,Age at incident (victim),45–54 years at incident,Queensland,Number,12
Males,2024,Age at incident (victim),55–64 years at incident,Queensland,Number,4
Males,2024,Age at incident (victim),65 years and over at incident,Queensland,Number,0
Males,2024,Time to report,Less than 1 year to report,Queensland,Number,235
Males,2024,Time to report,1 to less than 2 years to report,Queensland,Number,30
Males,2024,Time to report,2 to less than 5 years to report,Queensland,Number,34
Males,2024,Time to report,5 to less than 10 years to report,Queensland,Number,30
Males,2024,Time to report,10 to less than 20 years to report,Queensland,Number,24
Males,2024,Time to report,20 years and over to report,Queensland,Number,42
Males,2024,Relationship of offender to victim,Intimate partner,Queensland,Number,105
Males,2024,Relationship of offender to victim,Current partner,Queensland,Number,69
Males,2024,Relationship of offender to victim,Ex-partner,Queensland,Number,38
Males,2024,Relationship of offender to victim,Parent,Queensland,Number,136
Males,2024,Relationship of offender to victim,Other,Queensland,Number,153
Females,2024,Age at incident (victim),0–9 years at incident,Queensland,Number,678
Females,2024,Age at incident (victim),10–17 years at incident,Queensland,Number,947
Females,2024,Age at incident (victim),18–24 years at incident,Queensland,Number,537
Females,2024,Age at incident (victim),25–34 years at incident,Queensland,Number,689
Females,2024,Age at incident (victim),35–44 years at incident,Queensland,Number,415
Females,2024,Age at incident (victim),45–54 years at incident,Queensland,Number,200
