table,row_order,line_item,is_total_row,year,value_million_aud
balance_sheet,1,Buildings and structures,False,2022-23,47480
balance_sheet,1,Buildings and structures,False,2023-24,51607
balance_sheet,1,Buildings and structures,False,2024-25,56163
balance_sheet,2,Machinery and equipment,False,2015-16,1448
balance_sheet,2,Machinery and equipment,False,2016-17,1778
balance_sheet,2,Machinery and equipment,False,2017-18,1814
balance_sheet,2,Machinery and equipment,False,2018-19,1993
balance_sheet,2,Machinery and equipment,False,2019-20,1519
balance_sheet,2,Machinery and equipment,False,2020-21,1768
balance_sheet,2,Machinery and equipment,False,2021-22,1598
balance_sheet,2,Machinery and equipment,False,2022-23,1675
balance_sheet,2,Machinery and equipment,False,2023-24,1804
balance_sheet,2,Machinery and equipment,False,2024-25,1883
balance_sheet,3,Other fixed produced assets,False,2015-16,150
balance_sheet,3,Other fixed produced assets,False,2016-17,155
balance_sheet,3,Other fixed produced assets,False,2017-18,123
balance_sheet,3,Other fixed produced assets,False,2018-19,139
balance_sheet,3,Other fixed produced assets,False,2019-20,115
balance_sheet,3,Other fixed produced assets,False,2020-21,120
balance_sheet,3,Other fixed produced assets,False,2021-22,145
balance_sheet,3,Other fixed produced assets,False,2022-23,98
balance_sheet,3,Other fixed produced assets,False,2023-24,151
balance_sheet,3,Other fixed produced assets,False,2024-25,159
balance_sheet,4,Other produced assets,False,2015-16,1339
