"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Other","Aust"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Ambulance arrival time","About what I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","27","25","25","23","26","23","27","35","","25"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of care provided by paramedics","Very good or good","","","CAA (unpublished) Patient Experience Survey Australia","%","98","98","98","97","98","98","98","98","","98"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of care provided by paramedics","Poor or very poor","","","CAA (unpublished) Patient Experience Survey Australia","%","0","0","1","1","1","1","1","1","","1"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of care provided by paramedics","OK","","","CAA (unpublished) Patient Experience Survey Australia","%","2","2","2","2","1","1","1","1","","2"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of trust and confidence in paramedics and their ability to provide quality care and treatment","Very high or high","","","CAA (unpublished) Patient Experience Survey Australia","%","94","94","95","91","93","94","94","93","","94"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of trust and confidence in paramedics and their ability to provide quality care and treatment","Low or very low","","","CAA (unpublished) Patient Experience Survey Australia","%","1","1","0","1","2","1","1","0","","1"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of trust and confidence in paramedics and their ability to provide quality care and treatment","Confident","","","CAA (unpublished) Patient Experience Survey Australia","%","5","5","5","7","5","5","5","7","","5"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Total number of patients surveyed","","","","CAA (unpublished) Patient Experience Survey Australia","no.","3000","3000","3000","3000","3000","3000","3000","1500","","22500"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Total number of usable responses","","","","CAA (unpublished) Patient Experience Survey Australia","no.","710","695","673","606","549","718","292","138","","4381"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Overall satisfaction","Very satisfied or satisfied","","","CAA (unpublished) Patient Experience Survey Australia","%","97","98","97","98","97","97","96","99","","97"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Overall satisfaction","Very satisfied or satisfied","","95%CI","CAA (unpublished) Patient Experience Survey Australia","%","1.6","1.6","1.5","1.7","1.8","1.6","2.5","3.6","","0.6"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Overall satisfaction","Neither satisfied / dissatisfied","","","CAA (unpublished) Patient Experience Survey Australia","%","1","2","1","1","2","2","1","1","","1"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Overall satisfaction","Dissatisfied / very dissatisfied","","","CAA (unpublished) Patient Experience Survey Australia","%","2","1","2","1","1","1","3","1","","2"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Phone answer time","Much quicker or a little quicker than I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","66","69","63","71","65","63","58","59","","64"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Phone answer time","A little slower or much slower than I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","4","5","5","3","4","7","4","5","","5"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Phone answer time","About what I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","31","26","32","27","30","30","38","35","","31"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Ambulance arrival time","Much quicker or a little quicker than I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","61","64","57","69","62","57","54","58","","60"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Ambulance arrival time","A little slower or much slower than I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","7","11","15","6","10","15","20","16","","13"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Ambulance arrival time","About what I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","31","25","28","25","27","29","26","26","","27"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of care provided by paramedics","Very good or good","","","CAA (unpublished) Patient Experience Survey Australia","%","97","98","96","97","98","98","96","97","","97"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of care provided by paramedics","Poor or very poor","","","CAA (unpublished) Patient Experience Survey Australia","%","1","1","1","1","1","1","3","0","","1"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of care provided by paramedics","OK","","","CAA (unpublished) Patient Experience Survey Australia","%","2","2","3","2","2","1","2","3","","2"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of trust and confidence in paramedics and their ability to provide quality care and treatment","Very high or high","","","CAA (unpublished) Patient Experience Survey Australia","%","91","95","93","93","94","91","91","93","","93"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of trust and confidence in paramedics and their ability to provide quality care and treatment","Low or very low","","","CAA (unpublished) Patient Experience Survey Australia","%","1","0","1","1","1","2","4","0","","1"
"11A.8","2022-23","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of trust and confidence in paramedics and their ability to provide quality care and treatment","Confident","","","CAA (unpublished) Patient Experience Survey Australia","%","7","5","6","6","5","8","5","7","","6"
"11A.8","2021-22","Patient experience","All ages","All people","All people","All areas","","Patient experience","Total number of patients surveyed","","","","CAA Patient Experience Survey Australia","no.","3000","3000","3000","3000","3000","3000","3000","1300","","22300"
"11A.8","2021-22","Patient experience","All ages","All people","All people","All areas","","Patient experience","Total number of usable responses","","","","CAA Patient Experience Survey Australia","no.","632","753","707","565","579","901","480","136","","4753"
"11A.8","2021-22","Patient experience","All ages","All people","All people","All areas","","Patient experience","Overall satisfaction","Very satisfied or satisfied","","","CAA Patient Experience Survey Australia","%","97","97","95","95","96","97","96","96","","96"
"11A.8","2021-22","Patient experience","All ages","All people","All people","All areas","","Patient experience","Overall satisfaction","Very satisfied or satisfied","","95%CI","CAA Patient Experience Survey Australia","%","1.7","1.6","1.7","1.9","1.8","1.4","2.0","3.7","","0.6"
"11A.8","2021-22","Patient experience","All ages","All people","All people","All areas","","Patient experience","Overall satisfaction","Neither satisfied / dissatisfied","","","CAA Patient Experience Survey Australia","%","2","2","2","2","2","1","3","1","","2"
