corporate_group_name,sector,corporate_group_employee_count,employer_name,employer_abn,is_parent_organisation,employer_employee_count
ASM Global (Asia Pacific) Pty Ltd,Private,6309,ASM Global (Darwin) Pty Ltd,14112960808,No,336
ASM Global (Asia Pacific) Pty Ltd,Private,6309,ASM Global (Newcastle) Pty Ltd,36051887355,No,205
ASM Global (Asia Pacific) Pty Ltd,Private,6309,ASM Global (Perth Arena) Pty Ltd,53116423280,No,946
ASM Global (Asia Pacific) Pty Ltd,Private,6309,ASM Global (Sydney Arena) Pty Ltd,83112565438,No,1057
ASM Global (Asia Pacific) Pty Ltd,Private,6309,ASM Global (Venue Services) Pty Ltd,81609536987,No,187
ASM Global (Asia Pacific) Pty Ltd,Private,6309,ICC Sydney Pty Ltd,66154180748,No,1590
ASP Ships Pty Ltd,Private,317,ASP Ship Management Pty Ltd,81080401949,No,315
Aspen Asia Pacific Pty Ltd,Private,590,Aspen Pharma Pty Ltd,88004118594,No,352
Aspen Asia Pacific Pty Ltd,Private,590,Aspen Pharmacare Australia Pty Limited,51096236985,No,238
Aspen Group Limited,Private,199,Aspen Living Villages Pty Ltd,25114904415,No,179
Aspen Medical Pty Limited,Private,908,Aspen Medical Pty Limited,32105250413,Yes,665
Aspen Medical Pty Limited,Private,908,Rural Locum Scheme Limited,66150395618,No,212
Asplundh Tree Expert (Australia) Pty Ltd,Private,1668,Asplundh Tree Expert (Australia) Pty Ltd,83055140424,Yes,641
Asplundh Tree Expert (Australia) Pty Ltd,Private,1668,GO TRAFFIC PTY. LTD.,19124150090,No,787
Asplundh Tree Expert (Australia) Pty Ltd,Private,1668,Tree ACQ Pty Ltd,92626678635,No,240
Assa Abloy Australia Pacific Pty. Limited,Private,1235,Assa Abloy Australia Pty Limited,90086451907,No,386
Assa Abloy Australia Pacific Pty. Limited,Private,1235,ASSA ABLOY DOOR GROUP AUSTRALIA PTY LIMITED,50004519331,No,118
Assa Abloy Australia Pacific Pty. Limited,Private,1235,ASSA ABLOY Entrance Systems Australia Pty Limited,35095443486,No,108
Assa Abloy Australia Pacific Pty. Limited,Private,1235,ASSA ABLOY Entrance Systems Commercial Pty Ltd,60001028691,No,105
Assa Abloy Australia Pacific Pty. Limited,Private,1235,ASSA ABLOY Entrance Systems Industrial Pty Ltd,12601182629,No,131
Assa Abloy Australia Pacific Pty. Limited,Private,1235,D&D Technologies Pty Limited,94059412430,No,90
Assa Abloy Australia Pacific Pty. Limited,Private,1235,Placard Pty Ltd,46074646343,No,89
ASSETLINK (22) PTY LTD,Private,2335,ASSETLINK (22) PTY LTD,31145135262,Yes,147
ASSETLINK (22) PTY LTD,Private,2335,ASSETLINK (22) PTY LTD,89061914556,Yes,133
ASSETLINK (22) PTY LTD,Private,2335,ASSETLINK (23) PTY LTD,11117677068,No,426
ASSETLINK (22) PTY LTD,Private,2335,ASSETLINK INDIGENOUS SERVICES PTY LTD,29639605904,No,104
ASSETLINK (22) PTY LTD,Private,2335,ASSETLINK SERVICES (11) PTY LIMITED,70159846376,No,668
ASSETLINK (22) PTY LTD,Private,2335,ASSETLINK SERVICES (15) PTY LTD,41122037325,No,348
ASSETLINK (22) PTY LTD,Private,2335,ASSETLINK SERVICES (18) PTY LIMITED,49144749048,No,102
ASSETLINK (22) PTY LTD,Private,2335,ASSETLINK SERVICES AIR PTY LIMITED,63162066079,No,298
Associated Kiln Driers Pty. Limited,Private,843,Akd Nsw Pty Limited,38091574060,No,176
Associated Kiln Driers Pty. Limited,Private,843,Akd Queensland Pty Ltd,18620713760,No,220
Associated Kiln Driers Pty. Limited,Private,843,Associated Kiln Driers Pty. Limited,34004341048,Yes,337
Assurant Inc.,Private,204,ASSURANT SERVICES AUSTRALIA PTY LIMITED,18613632367,No,91
Assured Home Care Group Pty Ltd,Private,232,Hudson Hill Pty Ltd,18074068250,No,216
Astrazeneca UK Limited,Private,1045,AstraZeneca Pty Ltd,54009682311,No,984
Asuria People Services Pty Limited,Private,508,Asuria People Services Pty Limited,81132914633,Yes,467
ATCO Group,Private,796,Atco Gas Australia Pty Ltd,90089531975,No,429
ATCO Group,Private,796,Atco Structures & Logistics Pty Ltd,71083902309,No,260
ATHENA FINANCIAL PTY LTD,Private,128,No relevant subsidiary employers,,,
Atlas Copco Australia Pty Ltd,Private,856,Atlas Copco Australia Pty Ltd,85620125153,Yes,351
Atlas Copco Australia Pty Ltd,Private,856,National Pump & Energy Pty Ltd,83098812492,No,411
Attain HealthTech Pty Ltd,Private,479,Leap in! Australia Ltd,92622499898,No,109
Attain HealthTech Pty Ltd,Private,479,Mable Technologies Pty Ltd,80162890379,No,285
Attain HealthTech Pty Ltd,Private,479,Self Managed Support Pty Ltd,88638372960,No,85
Attribute Consulting Pty. Ltd.,Private,82,No relevant subsidiary employers,,,
Atturra Limited,Private,868,ATTURRA PERSONNEL PTY LTD,95652098489,No,428
AUB Group Limited,Private,1520,360 GROUP SERVICES PTY LTD,17629145062,No,177
AUB Group Limited,Private,1520,Adroit Insurance & Risk Pty Ltd,75078972700,No,127
AUB Group Limited,Private,1520,Austagencies Pty Ltd,76006090464,No,174
AUB Group Limited,Private,1520,Countrywide Insurance Group Pty Ltd,49625733539,No,112
Aurelia Metals Limited,Private,319,Peak Gold Mines Pty Ltd,63001533777,No,240
AURENNE GROUP HOLDINGS PTY LTD,Private,336,AURENNE MANAGEMENT SERVICES PTY LTD,72641059636,No,335
Aurizn Holdco Pty Ltd,Private,252,Aurizn Defence Pty Ltd,98159214605,No,80
Aurizn Holdco Pty Ltd,Private,252,Aurizn Solutions Pty Ltd,44143250882,No,103
Aurizon Holdings Limited,Private,6335,Aurizon Bulk Central Pty Ltd,17079444296,No,520
Aurizon Holdings Limited,Private,6335,Aurizon Network Pty Ltd,78132181116,No,1299
Aurizon Holdings Limited,Private,6335,Aurizon Operations Limited,47564947264,No,3391
Aurizon Holdings Limited,Private,6335,Aurizon Port Services (SA) Pty Ltd,28125368014,No,83
Aurizon Holdings Limited,Private,6335,Aurizon Port Services Pty Ltd,70140741608,No,168
Aurizon Holdings Limited,Private,6335,Australia Eastern Railroad Pty Ltd,84118274776,No,96
Aurizon Holdings Limited,Private,6335,Australia Western Railroad Pty Ltd,39094792275,No,701
AURORA DAIRIES PTY LTD,Private,378,AURORA DAIRIES PTY LTD,55121510067,Yes,274
AURORA DAIRIES PTY LTD,Private,378,The Trustee for Australian Dairy Pastures Operating Trust,91609121049,No,104
AURORA HEALTHCARE PTY LTD,Private,2734,CENTRAL LAKES HOSPITALS PTY LTD,48001461561,No,225
AURORA HEALTHCARE PTY LTD,Private,2734,HEALTHE CARE ABBOTSFORD PTY LTD,88616533281,No,90
AURORA HEALTHCARE PTY LTD,Private,2734,HEALTHE CARE BELMONT PTY LTD,45117484803,No,339
AURORA HEALTHCARE PTY LTD,Private,2734,HEALTHE CARE MARIAN CENTRE PTY LTD,18168418308,No,117
AURORA HEALTHCARE PTY LTD,Private,2734,Healthe Care Palm Beach Pty Ltd,59121815914,No,142
AURORA HEALTHCARE PTY LTD,Private,2734,HEALTHE CARE ROBINA PTY LTD,59604137779,No,238
AURORA HEALTHCARE PTY LTD,Private,2734,HEALTHE CARE SOUTH EASTERN PTY LTD,71117484536,No,444
AURORA HEALTHCARE PTY LTD,Private,2734,HEALTHE CARE TOWNSVILLE PTY LTD,97601410146,No,89
AURORA HEALTHCARE PTY LTD,Private,2734,Healthe Care Vaucluse Pty Ltd,39134506915,No,233
AURORA HEALTHCARE PTY LTD,Private,2734,PERH PTY LTD,22143486515,No,90
AURORA HEALTHCARE PTY LTD,Private,2734,SOUTH COAST PRIVATE PTY LIMITED,61151778719,No,176
AURORA HEALTHCARE PTY LTD,Private,2734,The Hills Clinic Pty Ltd,69131435508,No,98
AURORA HEALTHCARE PTY LTD,Private,2734,Westmead Rehabilitation Hospital Pty Ltd,28132458818,No,155
Aus Pie Co Pty Ltd,Private,358,Aus Pie Co Pty Ltd,86662468895,Yes,201
Aus Pie Co Pty Ltd,Private,358,BALFOURS BAKERY PTY LTD,69670021913,No,140
Ausbao Pty Ltd,Private,100,SHOKAI SYDNEY HOTEL MANAGEMENT PTY LIMITED,22631837146,No,98
Ausbuild Pty. Ltd.,Private,184,Ausbuild Pty. Ltd.,76464427582,Yes,163
Ausco Modular Pty Limited,Private,547,Ausco Modular Pty Limited,14010654994,Yes,454
Ausco Modular Pty Limited,Private,547,New England Trading Pty Ltd,98002195262,No,93
Ausenco Pty Ltd,Private,431,Ausenco Services Pty Ltd,82011057837,No,430
Ausnet Services Ltd.,Private,1543,AusNet Electricity Services Pty Ltd,91064651118,No,988
Ausnet Services Ltd.,Private,1543,AusNet Transmission Group Pty Ltd,78079798173,No,484
Austal Limited,Private,910,Austal Ships Pty Ltd,80079160679,No,758
Austin Engineering Limited,Private,200,Austin Engineering Limited,60078480136,Yes,107
AUSTRALASIAN FOODS HOLDCO PTY LIMITED,Private,1536,Patties Adelaide Employees Pty Ltd.,22146693316,No,111
AUSTRALASIAN FOODS HOLDCO PTY LIMITED,Private,1536,Patties Foods Australasia Pty Ltd,32630495831,No,401
AUSTRALASIAN FOODS HOLDCO PTY LIMITED,Private,1536,Patties Foods Meals Pty Ltd,23008726878,No,561
AUSTRALASIAN FOODS HOLDCO PTY LIMITED,Private,1536,Patties Foods Pty Limited,62007157182,No,463
Australasian Landscape Services Holdco Pty Ltd,Private,803,Green Options Commercial Pty. Limited,14648429172,No,140
Australasian Landscape Services Holdco Pty Ltd,Private,803,Green Options Maintenance NSW Pty. Limited,21640242431,No,109
Australasian Landscape Services Holdco Pty Ltd,Private,803,Green Options Pty Limited,59002456797,No,304
Australasian Landscape Services Holdco Pty Ltd,Private,803,Super Gardens Pty Ltd,12007352114,No,157
Australia Pacific Airports Corporation Limited,Private,496,Australia Pacific Airports (Melbourne) Pty Limited,62076999114,No,447
Australian Bluegum Plantations Pty Ltd,Private,94,Australian Bluegum Plantations Pty Ltd,68139400623,Yes,88
AUSTRALIAN BRITISH FOOD HOLDINGS PTY LTD,Private,260,PEPPERCORN FOOD COMPANY PTY LIMITED,30066551504,No,111
Australian Capital Equity Pty Ltd,Private,120,Australian Capital Equity Pty Ltd,88009412328,Yes,95
Australian College of Nursing Ltd,Private,88,No relevant subsidiary employers,,,
Australian Country Choice Holdings Pty Ltd,Private,1129,Australian Country Choice Feedlots,38985281480,No,105
Australian Country Choice Holdings Pty Ltd,Private,1129,Australian Country Choice Production Pty Ltd,32079436258,No,580
Australian Country Choice Holdings Pty Ltd,Private,1129,Australian Country Choice Properties,33929604309,No,199
Australian Country Choice Holdings Pty Ltd,Private,1129,Cannon Hill Services Pty Ltd,13095396866,No,245
Australian Energy Market Operator Limited,Private,1694,AEMO SERVICES LIMITED,59651198364,No,89
Australian Energy Market Operator Limited,Private,1694,Australian Energy Market Operator Limited,94072010327,Yes,1605
AUSTRALIAN ETHICAL INVESTMENT LTD,Private,147,AUSTRALIAN ETHICAL INVESTMENT LTD,47003188930,Yes,146
Australian Finance Group Ltd,Private,322,Australian Finance Group Ltd,11066385822,Yes,223
Australian Football League,Private,3963,Afl (Nsw/Act) Commission Limited,53086839385,No,308
Australian Football League,Private,3963,Afl Queensland Limited,66090629342,No,229
Australian Football League,Private,3963,Australian Football League,97489912318,Yes,2172
Australian Football League,Private,3963,Australian Football League (Victoria) Limited,24147664579,No,275
Australian Football League,Private,3963,Melbourne Stadiums Limited,37098476594,No,867
AUSTRALIAN FRESH MILK HOLDINGS PTY LTD,Private,356,MOXEY FARMS MANAGEMENT PTY LTD,70166383875,No,121
AUSTRALIAN FRESH MILK HOLDINGS PTY LTD,Private,356,MOXEY FARMS PTY LIMITED,24078443599,No,199
Australian Inclusion Group Limited,Private,116,Inclusion WA Inc,76329301659,No,102
Australian Logistics Acquisition Holdings Pty Limited,Private,3291,Pacific National (Bulk Rail) Limited,58075295644,No,111
Australian Logistics Acquisition Holdings Pty Limited,Private,3291,Pacific National (Qld) Pty Ltd,98107180183,No,115
Australian Logistics Acquisition Holdings Pty Limited,Private,3291,Pacific National (Queensland Coal) Pty Ltd,63129529648,No,340
Australian Logistics Acquisition Holdings Pty Limited,Private,3291,Pacific National Executive Services Pty Ltd,81126912981,No,229
Australian Logistics Acquisition Holdings Pty Limited,Private,3291,Pacific National Services Pty Ltd,48052134362,No,2489
Australian Maritime Systems Group Pty Ltd,Private,189,Poseidon Sea Pilots Pty Ltd,23612334764,No,84
Australian Motoring Services Pty Ltd,Private,449,Australian Motoring Services Pty Ltd,60100488613,Yes,175
Australian Motoring Services Pty Ltd,Private,449,Club Assist Corporation Pty Ltd,62065089278,No,274
"Australian Municipal, Administrative, Clerical and Services Union",Private,406,Queensland Together Branch,97853552816,No,90
Australian National University,Private,5796,Australian National University,52234063906,Yes,5778
Australian Postal Corporation,Public,37297,Australian Postal Corporation,28864970579,Yes,33595
Australian Postal Corporation,Public,37297,Decipha Pty Ltd,31100126396,No,109
Australian Postal Corporation,Public,37297,Star Track Express Pty Limited,44001227890,No,3517
AUSTRALIAN RAIL TRACK CORPORATION LIMITED,Public,1955,AUSTRALIAN RAIL TRACK CORPORATION LIMITED,75081455754,Yes,1519
AUSTRALIAN RAIL TRACK CORPORATION LIMITED,Public,1955,Inland Rail Pty Ltd,73094819520,No,436
Australian Restoration And Construction Pty Ltd,Private,163,Australian Restoration And Construction Pty Ltd,42169552416,Yes,160
AUSTRALIAN TRAILER SOLUTIONS GROUP PTY LTD,Private,540,Freighter Group Services PTY LTD,96651774499,No,537
Australian Unity Limited,Private,7620,Australian Unity Better Living Services Pty Ltd,62131346382,No,1654
Australian Unity Limited,Private,7620,Australian Unity Care Services Pty Ltd,44065558134,No,413
Australian Unity Limited,Private,7620,Australian Unity Group Services Pty Ltd,29006803069,No,1113
Australian Unity Limited,Private,7620,Australian Unity Home Care Service Pty Ltd,73609694475,No,4187
Australian Unity Limited,Private,7620,Better Home Care Pty Ltd,32113090467,No,194
Australian Venue Co Limited,Private,8389,Open Door Pub Co. Pty Limited,48089164803,No,5381
Australian Venue Co Limited,Private,8389,Queensland Venue Co. Pty Ltd,57079861626,No,3008
Australian Workers Union,Private,245,No relevant subsidiary employers,,,
Autopact Pty Ltd,Private,1475,Autopact Victoria Pty Ltd,42618771574,No,416
Autopact Pty Ltd,Private,1475,Cricks Springwood Pty Limited,18165856726,No,116
Autopact Pty Ltd,Private,1475,The Trustee For Crick Unit Trust,23654794748,No,326
Autopact Pty Ltd,Private,1475,The Trustee For Rocky Motors Unit Trust,87414804169,No,131
Autosports Group Limited,Private,2582,Asg Brisbane Pty Ltd,72614297684,No,171
Autosports Group Limited,Private,2582,Asg Melbourne Pty Ltd,64616840110,No,723
Autosports Group Limited,Private,2582,Autosports Castle Hill Pty Ltd,65163974481,No,314
Autosports Group Limited,Private,2582,Autosports Five Dock Pty Limited,95118786762,No,161
Autosports Group Limited,Private,2582,Autosports Leichhardt Pty Ltd,38161160765,No,143
Autosports Group Limited,Private,2582,New Centenary Mazda Pty Ltd,21168183800,No,88
Autosports Group Limited,Private,2582,New Centenary Pty Limited,21168183864,No,372
Autosports Group Limited,Private,2582,THE TRUSTEE FOR B S STILLWELL ADMINISTRATION TRUST,77381552836,No,218
Avada Group Limited,Private,1878,Avada Traffic Pty Ltd,76678079117,No,1816
Avant Mutual Group Limited,Private,1008,Avant Insurance Limited,82003707471,No,648
Avant Mutual Group Limited,Private,1008,Avant Law Pty Limited,63136429153,No,141
Avant Mutual Group Limited,Private,1008,AVANT SERVICES CO. PTY LIMITED,65616529581,No,219
Aveng Australia Holdings Pty Ltd,Private,1355,Built Environs Pty. Ltd.,74008125111,No,149
Aveng Australia Holdings Pty Ltd,Private,1355,Mcconnell Dowell Constructors (Aust) Pty Ltd,71002929017,No,1202
AVETTA PTY LTD,Private,115,Pegasus Management Pty. Limited,91080018800,No,94
Avid Property Group Pty Ltd,Private,158,Avid Property Group Pty Ltd,81607963093,Yes,139
AVK Australia Holding Pty Ltd,Private,156,No relevant subsidiary employers,,,
AVPARTNERS PTY LIMITED,Private,180,No relevant subsidiary employers,,,
AWN Food & Fibre Holdings Pty Ltd,Private,274,AWN RURAL PTY LTD,89087044817,No,236
AWN Holdings Limited,Private,217,DDLS Australia Pty Limited,55133222241,No,100
AXA SA,Private,238,Catlin Australia Pty Ltd,64108319786,No,195
B Braun Australia Pty Ltd,Private,318,B Braun Australia Pty Ltd,56002945155,Yes,153
B Braun Australia Pty Ltd,Private,318,B. Braun Avitum Australia Pty Ltd,89123563208,No,165
B P Australia Pty Ltd,Private,5429,Air Refuel Pty Ltd,78091776804,No,152
B P Australia Pty Ltd,Private,5429,B P Australia Pty Ltd,53004085616,Yes,770
B P Australia Pty Ltd,Private,5429,Castrol Australia Pty. Limited,87008459407,No,237
B P Australia Pty Ltd,Private,5429,Elite Customer Solutions Pty Ltd,67086917133,No,127
B P Australia Pty Ltd,Private,5429,No. 1 Riverside Quay Proprietary Limited,29006639087,No,4015
B.c Cockburn & Others,Private,198,The Trustee For The H & H Service Trust,24261109966,No,122
B.M.D. Holdings Pty. Limited,Private,2224,B.M.D. Constructions Pty. Limited,59010126100,No,1809
B.M.D. Holdings Pty. Limited,Private,2224,BMD URBAN PTY LTD,65158035539,No,199
B.M.D. Holdings Pty. Limited,Private,2224,J. Mac Constructions Pty Ltd,81065374414,No,86
B.M.D. Holdings Pty. Limited,Private,2224,Niepe Construction Pty Ltd,65122112752,No,89
Babcock Australia Holdings Pty Ltd,Private,1176,Babcock Mission Critical Services Australasia Pty Ltd,50011075460,No,230
Babcock Australia Holdings Pty Ltd,Private,1176,Babcock Pty Ltd,32050019817,No,946
Badge Management Pty Ltd,Private,254,Badge Constructions (Qld) Pty Ltd,63092774662,No,106
Badger Holdings Australia Pty Limited,Private,128,No relevant subsidiary employers,,,
BAE Systems PLC,Private,6345,ASC Shipbuilding Pty Limited,15051899864,No,1759
BAE Systems PLC,Private,6345,BAE Systems Australia Limited,29008423005,No,4462
Baiada Pty Ltd,Private,5139,Baiada Poultry Pty Limited,96002925948,No,944
Baiada Pty Ltd,Private,5139,Bartter Enterprises Pty Limited,22000451374,No,2938
Baiada Pty Ltd,Private,5139,Bpl Adelaide Pty Limited,40108037798,No,537
Baiada Pty Ltd,Private,5139,Bpl Foods Pty Limited,38002957299,No,161
Baiada Pty Ltd,Private,5139,Steggles Foods Mt Kuring-Gai Pty Limited,73126100418,No,134
Baiada Pty Ltd,Private,5139,Steggles Foods Products Pty Limited,37071008565,No,336
Baker & Mckenzie,Private,437,B & McK Services Trust,74247959215,No,130
Baker & Mckenzie,Private,437,Baker & Mckenzie,32266778912,Yes,307
Baker Hughes Australia Pty. Limited,Private,773,Baker Hughes Australia Pty. Limited,20004752050,Yes,311
Baker Hughes Australia Pty. Limited,Private,773,Baker Hughes Digital Solutions Australia Pty Ltd,97082286913,No,102
Baker Hughes Australia Pty. Limited,Private,773,Baker Hughes Services Australia Pty Ltd,65009080951,No,209
Baker Hughes Australia Pty. Limited,Private,773,Process & Pipeline Services Pty Ltd,17640065087,No,93
Ballantyne Pty. Ltd.,Private,198,Ballantyne Pty. Ltd.,89006036684,Yes,129
BALMAIN & CO PTY LTD,Private,95,BALMAIN & CO EMPLOYMENT PTY LTD,98626062155,No,93
BANLAW PTY LIMITED,Private,129,BANLAW PTY LIMITED,88062044071,Yes,101
Bapcor Limited,Private,4612,BAPCOR LOGISTICS SERVICES PTY LTD,38643058137,No,380
Bapcor Limited,Private,4612,Bapcor Retail Pty Ltd,99159177803,No,1167
Bapcor Limited,Private,4612,Bapcor Services Pty Ltd,52610722168,No,3037
Bapsh Pty Limited,Private,933,C3 Australia Pty Ltd,49145302629,No,81
