year,state,sex,measure,value,unit,obs_status_flag
2016,Australia,Females,Infant mortality rates,2.82,NUM,
2017,Australia,Females,Infant mortality rates,3.05,NUM,
2018,Australia,Females,Infant mortality rates,2.72,NUM,
2019,Australia,Females,Infant mortality rates,2.92,NUM,
2020,Australia,Females,Infant mortality rates,2.96,NUM,
2021,Australia,Females,Infant mortality rates,2.98,NUM,
2022,Australia,Females,Infant mortality rates,3.1,NUM,
2023,Australia,Females,Infant mortality rates,2.82,NUM,
2024,Australia,Females,Infant mortality rates,2.92,NUM,
1971,Australia,Persons,Sex ratio - infant deaths,128.2,NUM,
1972,Australia,Persons,Sex ratio - infant deaths,139.1,NUM,
1973,Australia,Persons,Sex ratio - infant deaths,136.3,NUM,
1974,Australia,Persons,Sex ratio - infant deaths,142.4,NUM,
1975,Australia,Persons,Sex ratio - infant deaths,142.2,NUM,
1976,Australia,Persons,Sex ratio - infant deaths,128.3,NUM,
1977,Australia,Persons,Sex ratio - infant deaths,136.7,NUM,
1978,Australia,Persons,Sex ratio - infant deaths,136,NUM,
1979,Australia,Persons,Sex ratio - infant deaths,131.8,NUM,
1980,Australia,Persons,Sex ratio - infant deaths,133.8,NUM,
1981,Australia,Persons,Sex ratio - infant deaths,136.4,NUM,
1982,Australia,Persons,Sex ratio - infant deaths,134.8,NUM,
1983,Australia,Persons,Sex ratio - infant deaths,127,NUM,
1984,Australia,Persons,Sex ratio - infant deaths,139.2,NUM,
1985,Australia,Persons,Sex ratio - infant deaths,132.6,NUM,
1986,Australia,Persons,Sex ratio - infant deaths,136.7,NUM,
1987,Australia,Persons,Sex ratio - infant deaths,140.2,NUM,
1988,Australia,Persons,Sex ratio - infant deaths,135.6,NUM,
1989,Australia,Persons,Sex ratio - infant deaths,130.9,NUM,
1990,Australia,Persons,Sex ratio - infant deaths,132.9,NUM,
1991,Australia,Persons,Sex ratio - infant deaths,133.3,NUM,
1992,Australia,Persons,Sex ratio - infant deaths,139.4,NUM,
1993,Australia,Persons,Sex ratio - infant deaths,136.4,NUM,
1994,Australia,Persons,Sex ratio - infant deaths,134.1,NUM,
1995,Australia,Persons,Sex ratio - infant deaths,125.7,NUM,
1996,Australia,Persons,Sex ratio - infant deaths,136.6,NUM,
1997,Australia,Persons,Sex ratio - infant deaths,124.6,NUM,
1998,Australia,Persons,Sex ratio - infant deaths,129.3,NUM,
1999,Australia,Persons,Sex ratio - infant deaths,136.2,NUM,
2000,Australia,Persons,Sex ratio - infant deaths,128.3,NUM,
2001,Australia,Persons,Sex ratio - infant deaths,134.6,NUM,
2002,Australia,Persons,Sex ratio - infant deaths,123.7,NUM,
2003,Australia,Persons,Sex ratio - infant deaths,129.7,NUM,
2004,Australia,Persons,Sex ratio - infant deaths,134,NUM,
2005,Australia,Persons,Sex ratio - infant deaths,121.4,NUM,
2006,Australia,Persons,Sex ratio - infant deaths,135.9,NUM,
2007,Australia,Persons,Sex ratio - infant deaths,119.5,NUM,
2008,Australia,Persons,Sex ratio - infant deaths,134,NUM,
2009,Australia,Persons,Sex ratio - infant deaths,136.6,NUM,
2010,Australia,Persons,Sex ratio - infant deaths,150.3,NUM,
2011,Australia,Persons,Sex ratio - infant deaths,127.1,NUM,
2012,Australia,Persons,Sex ratio - infant deaths,121.2,NUM,
2013,Australia,Persons,Sex ratio - infant deaths,116.6,NUM,
2014,Australia,Persons,Sex ratio - infant deaths,111.3,NUM,
2015,Australia,Persons,Sex ratio - infant deaths,120.7,NUM,
2016,Australia,Persons,Sex ratio - infant deaths,127.2,NUM,
2017,Australia,Persons,Sex ratio - infant deaths,123,NUM,
2018,Australia,Persons,Sex ratio - infant deaths,136.9,NUM,
2019,Australia,Persons,Sex ratio - infant deaths,133,NUM,
2020,Australia,Persons,Sex ratio - infant deaths,121.9,NUM,
2021,Australia,Persons,Sex ratio - infant deaths,124.2,NUM,
2022,Australia,Persons,Sex ratio - infant deaths,111,NUM,
2023,Australia,Persons,Sex ratio - infant deaths,131.2,NUM,
2024,Australia,Persons,Sex ratio - infant deaths,130.6,NUM,
1971,Western Australia,Persons,Standardised death rates,12.5,NUM,
1972,Western Australia,Persons,Standardised death rates,11.7,NUM,
1973,Western Australia,Persons,Standardised death rates,11.9,NUM,
1974,Western Australia,Persons,Standardised death rates,11.5,NUM,
1975,Western Australia,Persons,Standardised death rates,11.5,NUM,
1976,Western Australia,Persons,Standardised death rates,10.8,NUM,
1977,Western Australia,Persons,Standardised death rates,10.6,NUM,
1978,Western Australia,Persons,Standardised death rates,10.1,NUM,
1979,Western Australia,Persons,Standardised death rates,10.2,NUM,
1980,Western Australia,Persons,Standardised death rates,10.1,NUM,
1981,Western Australia,Persons,Standardised death rates,9.5,NUM,
1982,Western Australia,Persons,Standardised death rates,9.3,NUM,
1983,Western Australia,Persons,Standardised death rates,9.2,NUM,
1984,Western Australia,Persons,Standardised death rates,9.1,NUM,
1985,Western Australia,Persons,Standardised death rates,9,NUM,
1986,Western Australia,Persons,Standardised death rates,9,NUM,
1987,Western Australia,Persons,Standardised death rates,8.3,NUM,
1988,Western Australia,Persons,Standardised death rates,8.6,NUM,
1989,Western Australia,Persons,Standardised death rates,8.3,NUM,
1990,Western Australia,Persons,Standardised death rates,7.9,NUM,
1991,Western Australia,Persons,Standardised death rates,7.8,NUM,
1992,Western Australia,Persons,Standardised death rates,7.9,NUM,
1993,Western Australia,Persons,Standardised death rates,8,NUM,
1994,Western Australia,Persons,Standardised death rates,7.7,NUM,
1995,Western Australia,Persons,Standardised death rates,7.5,NUM,
1996,Western Australia,Persons,Standardised death rates,7.7,NUM,
1997,Western Australia,Persons,Standardised death rates,7.3,NUM,
1998,Western Australia,Persons,Standardised death rates,7,NUM,
1999,Western Australia,Persons,Standardised death rates,6.9,NUM,
2000,Western Australia,Persons,Standardised death rates,6.5,NUM,
2001,Western Australia,Persons,Standardised death rates,6.3,NUM,
2002,Western Australia,Persons,Standardised death rates,6.5,NUM,
2003,Western Australia,Persons,Standardised death rates,6.3,NUM,
2004,Western Australia,Persons,Standardised death rates,6,NUM,
2005,Western Australia,Persons,Standardised death rates,5.9,NUM,
2006,Western Australia,Persons,Standardised death rates,5.8,NUM,
2007,Western Australia,Persons,Standardised death rates,5.9,NUM,
2008,Western Australia,Persons,Standardised death rates,6,NUM,
2009,Western Australia,Persons,Standardised death rates,5.7,NUM,
2010,Western Australia,Persons,Standardised death rates,5.6,NUM,
2011,Western Australia,Persons,Standardised death rates,5.4,NUM,
2012,Western Australia,Persons,Standardised death rates,5.4,NUM,
2013,Western Australia,Persons,Standardised death rates,5.3,NUM,
2014,Western Australia,Persons,Standardised death rates,5.271,NUM,
2015,Western Australia,Persons,Standardised death rates,5.37,NUM,
2016,Western Australia,Persons,Standardised death rates,5.377,NUM,
2017,Western Australia,Persons,Standardised death rates,5.098,NUM,
2018,Western Australia,Persons,Standardised death rates,4.971,NUM,
2019,Western Australia,Persons,Standardised death rates,4.913,NUM,
2020,Western Australia,Persons,Standardised death rates,4.683,NUM,
2021,Western Australia,Persons,Standardised death rates,4.761,NUM,
2022,Western Australia,Persons,Standardised death rates,4.99,NUM,
2023,Western Australia,Persons,Standardised death rates,4.866,NUM,
2024,Western Australia,Persons,Standardised death rates,4.815,NUM,
1971,Northern Territory,Persons,Standardised death rates,18.4,NUM,
1972,Northern Territory,Persons,Standardised death rates,15.3,NUM,
1973,Northern Territory,Persons,Standardised death rates,17.7,NUM,
1974,Northern Territory,Persons,Standardised death rates,17.8,NUM,
1975,Northern Territory,Persons,Standardised death rates,20.7,NUM,
1976,Northern Territory,Persons,Standardised death rates,16.5,NUM,
1977,Northern Territory,Persons,Standardised death rates,22.8,NUM,
1978,Northern Territory,Persons,Standardised death rates,13.8,NUM,
1979,Northern Territory,Persons,Standardised death rates,16.2,NUM,
1980,Northern Territory,Persons,Standardised death rates,13.6,NUM,
1981,Northern Territory,Persons,Standardised death rates,19.3,NUM,
1982,Northern Territory,Persons,Standardised death rates,13.3,NUM,
1983,Northern Territory,Persons,Standardised death rates,15.8,NUM,
1984,Northern Territory,Persons,Standardised death rates,12.1,NUM,
1985,Northern Territory,Persons,Standardised death rates,13.2,NUM,
1986,Northern Territory,Persons,Standardised death rates,11.6,NUM,
1987,Northern Territory,Persons,Standardised death rates,12.4,NUM,
1988,Northern Territory,Persons,Standardised death rates,12.7,NUM,
1989,Northern Territory,Persons,Standardised death rates,12.4,NUM,
1990,Northern Territory,Persons,Standardised death rates,13.1,NUM,
1991,Northern Territory,Persons,Standardised death rates,12.7,NUM,
1992,Northern Territory,Persons,Standardised death rates,12.9,NUM,
1993,Northern Territory,Persons,Standardised death rates,11.8,NUM,
1994,Northern Territory,Persons,Standardised death rates,12.2,NUM,
1995,Northern Territory,Persons,Standardised death rates,11.3,NUM,
1996,Northern Territory,Persons,Standardised death rates,9.9,NUM,
1997,Northern Territory,Persons,Standardised death rates,11.3,NUM,
1998,Northern Territory,Persons,Standardised death rates,10,NUM,
1999,Northern Territory,Persons,Standardised death rates,9.7,NUM,
2000,Northern Territory,Persons,Standardised death rates,9.8,NUM,
2001,Northern Territory,Persons,Standardised death rates,9.3,NUM,
2002,Northern Territory,Persons,Standardised death rates,9.1,NUM,
2003,Northern Territory,Persons,Standardised death rates,9.4,NUM,
2004,Northern Territory,Persons,Standardised death rates,8.7,NUM,
2005,Northern Territory,Persons,Standardised death rates,9.3,NUM,
2006,Northern Territory,Persons,Standardised death rates,8.8,NUM,
2007,Northern Territory,Persons,Standardised death rates,9,NUM,
2008,Northern Territory,Persons,Standardised death rates,9.5,NUM,
2009,Northern Territory,Persons,Standardised death rates,8.2,NUM,
2010,Northern Territory,Persons,Standardised death rates,8.2,NUM,
2011,Northern Territory,Persons,Standardised death rates,8,NUM,
2012,Northern Territory,Persons,Standardised death rates,7.7,NUM,
2013,Northern Territory,Persons,Standardised death rates,8.5,NUM,
2014,Northern Territory,Persons,Standardised death rates,8.316,NUM,
2015,Northern Territory,Persons,Standardised death rates,8.235,NUM,
2016,Northern Territory,Persons,Standardised death rates,7.304,NUM,
2017,Northern Territory,Persons,Standardised death rates,7.141,NUM,
2018,Northern Territory,Persons,Standardised death rates,7.342,NUM,
2019,Northern Territory,Persons,Standardised death rates,7.425,NUM,
2020,Northern Territory,Persons,Standardised death rates,6.913,NUM,
2021,Northern Territory,Persons,Standardised death rates,7.2,NUM,
2022,Northern Territory,Persons,Standardised death rates,7.634,NUM,
2023,Northern Territory,Persons,Standardised death rates,6.72,NUM,
2024,Northern Territory,Persons,Standardised death rates,6.423,NUM,
1971,Australia,Males,Standardised death rates,16,NUM,
1972,Australia,Males,Standardised death rates,15.8,NUM,
1973,Australia,Males,Standardised death rates,15.6,NUM,
1974,Australia,Males,Standardised death rates,16.1,NUM,
1975,Australia,Males,Standardised death rates,14.8,NUM,
1976,Australia,Males,Standardised death rates,15.1,NUM,
1977,Australia,Males,Standardised death rates,14.1,NUM,
1978,Australia,Males,Standardised death rates,13.9,NUM,
1979,Australia,Males,Standardised death rates,13.4,NUM,
1980,Australia,Males,Standardised death rates,13.4,NUM,
1981,Australia,Males,Standardised death rates,13.2,NUM,
1982,Australia,Males,Standardised death rates,13.4,NUM,
1983,Australia,Males,Standardised death rates,12.5,NUM,
1984,Australia,Males,Standardised death rates,12.1,NUM,
1985,Australia,Males,Standardised death rates,12.6,NUM,
1986,Australia,Males,Standardised death rates,11.7,NUM,
1987,Australia,Males,Standardised death rates,11.7,NUM,
1988,Australia,Males,Standardised death rates,11.6,NUM,
1989,Australia,Males,Standardised death rates,11.7,NUM,
1990,Australia,Males,Standardised death rates,10.9,NUM,
1991,Australia,Males,Standardised death rates,10.6,NUM,
1992,Australia,Males,Standardised death rates,10.6,NUM,
1993,Australia,Males,Standardised death rates,10.2,NUM,
1994,Australia,Males,Standardised death rates,10.4,NUM,
1995,Australia,Males,Standardised death rates,9.9,NUM,
1996,Australia,Males,Standardised death rates,9.9,NUM,
1997,Australia,Males,Standardised death rates,9.5,NUM,
1998,Australia,Males,Standardised death rates,9.2,NUM,
1999,Australia,Males,Standardised death rates,8.9,NUM,
2000,Australia,Males,Standardised death rates,8.6,NUM,
