year,state,measure,value,unit,obs_status_flag
1992,Western Australia,Female births,12194,NUM,
1993,Western Australia,Female births,12156,NUM,
1994,Western Australia,Female births,12271,NUM,
1995,Western Australia,Female births,12197,NUM,
1996,Western Australia,Female births,11980,NUM,
1997,Western Australia,Female births,11966,NUM,
1998,Western Australia,Female births,12062,NUM,
1999,Western Australia,Female births,12163,NUM,
2000,Western Australia,Female births,12330,NUM,
2001,Western Australia,Female births,11673,NUM,
2002,Western Australia,Female births,11499,NUM,
2003,Western Australia,Female births,11826,NUM,
2004,Western Australia,Female births,12327,NUM,
2005,Western Australia,Female births,12728,NUM,
2006,Western Australia,Female births,13735,NUM,
2007,Western Australia,Female births,14143,NUM,
2008,Western Australia,Female births,15533,NUM,
2009,Western Australia,Female births,14983,NUM,
2010,Western Australia,Female births,15361,NUM,
2011,Western Australia,Female births,15702,NUM,
2012,Western Australia,Female births,16373,NUM,
2013,Western Australia,Female births,16842,NUM,
2014,Western Australia,Female births,17219,NUM,
2015,Western Australia,Female births,17059,NUM,
2016,Western Australia,Female births,17033,NUM,
2017,Western Australia,Female births,16755,NUM,
2018,Western Australia,Female births,16144,NUM,
2019,Western Australia,Female births,16221,NUM,
2020,Western Australia,Female births,15789,NUM,
2021,Western Australia,Female births,16573,NUM,
2022,Western Australia,Female births,15392,NUM,
2023,Western Australia,Female births,15635,NUM,
2024,Western Australia,Female births,14767,NUM,
1975,Australia,Sex ratio,105.9,NUM,
1976,Australia,Sex ratio,105.3,NUM,
1977,Australia,Sex ratio,106.2,NUM,
1978,Australia,Sex ratio,105.3,NUM,
1979,Australia,Sex ratio,105.6,NUM,
1980,Australia,Sex ratio,105.8,NUM,
1981,Australia,Sex ratio,105.7,NUM,
1982,Australia,Sex ratio,105.7,NUM,
1983,Australia,Sex ratio,105.5,NUM,
1984,Australia,Sex ratio,104.9,NUM,
1985,Australia,Sex ratio,105.2,NUM,
1986,Australia,Sex ratio,105.4,NUM,
1987,Australia,Sex ratio,105.5,NUM,
1988,Australia,Sex ratio,105.2,NUM,
1989,Australia,Sex ratio,105,NUM,
1990,Australia,Sex ratio,106.1,NUM,
1991,Australia,Sex ratio,105.3,NUM,
1992,Australia,Sex ratio,105.5,NUM,
1993,Australia,Sex ratio,105.5,NUM,
1994,Australia,Sex ratio,105.7,NUM,
1995,Australia,Sex ratio,105.3,NUM,
1996,Australia,Sex ratio,105.9,NUM,
1997,Australia,Sex ratio,105.3,NUM,
1998,Australia,Sex ratio,105.3,NUM,
1999,Australia,Sex ratio,104.8,NUM,
2000,Australia,Sex ratio,105.6,NUM,
2001,Australia,Sex ratio,105.2,NUM,
2002,Australia,Sex ratio,105.1,NUM,
2003,Australia,Sex ratio,105.9,NUM,
2004,Australia,Sex ratio,105.6,NUM,
2005,Australia,Sex ratio,105.6,NUM,
2006,Australia,Sex ratio,106,NUM,
2007,Australia,Sex ratio,105.6,NUM,
2008,Australia,Sex ratio,105.5,NUM,
2009,Australia,Sex ratio,105.8,NUM,
2010,Australia,Sex ratio,105.3,NUM,
2011,Australia,Sex ratio,105.7,NUM,
2012,Australia,Sex ratio,105.6,NUM,
2013,Australia,Sex ratio,106.3,NUM,
2014,Australia,Sex ratio,105.1,NUM,
2015,Australia,Sex ratio,105.9,NUM,
2016,Australia,Sex ratio,105.3,NUM,
2017,Australia,Sex ratio,106.2,NUM,
2018,Australia,Sex ratio,105.9,NUM,
2019,Australia,Sex ratio,106.1,NUM,
2020,Australia,Sex ratio,105.2,NUM,
2021,Australia,Sex ratio,105.2,NUM,
2022,Australia,Sex ratio,105.4,NUM,
2023,Australia,Sex ratio,105.6,NUM,
2024,Australia,Sex ratio,105.8,NUM,
1975,New South Wales,Sex ratio,106,NUM,
1976,New South Wales,Sex ratio,104.6,NUM,
1977,New South Wales,Sex ratio,104.9,NUM,
1978,New South Wales,Sex ratio,104.1,NUM,
1979,New South Wales,Sex ratio,106,NUM,
1980,New South Wales,Sex ratio,106.5,NUM,
1981,New South Wales,Sex ratio,106.5,NUM,
1982,New South Wales,Sex ratio,105.6,NUM,
1983,New South Wales,Sex ratio,105.2,NUM,
1984,New South Wales,Sex ratio,104.7,NUM,
1985,New South Wales,Sex ratio,105.5,NUM,
1986,New South Wales,Sex ratio,105.8,NUM,
1987,New South Wales,Sex ratio,104.7,NUM,
1988,New South Wales,Sex ratio,105.7,NUM,
1989,New South Wales,Sex ratio,105,NUM,
1990,New South Wales,Sex ratio,106.8,NUM,
1991,New South Wales,Sex ratio,105.9,NUM,
1992,New South Wales,Sex ratio,106.3,NUM,
1993,New South Wales,Sex ratio,105.7,NUM,
1994,New South Wales,Sex ratio,105.6,NUM,
1995,New South Wales,Sex ratio,104.5,NUM,
1996,New South Wales,Sex ratio,105.5,NUM,
1997,New South Wales,Sex ratio,105,NUM,
1998,New South Wales,Sex ratio,104.9,NUM,
1999,New South Wales,Sex ratio,104.9,NUM,
2000,New South Wales,Sex ratio,106.3,NUM,
2001,New South Wales,Sex ratio,106,NUM,
2002,New South Wales,Sex ratio,105.1,NUM,
2003,New South Wales,Sex ratio,106.5,NUM,
2004,New South Wales,Sex ratio,106.7,NUM,
2005,New South Wales,Sex ratio,106,NUM,
2006,New South Wales,Sex ratio,107.6,NUM,
2007,New South Wales,Sex ratio,105.4,NUM,
2008,New South Wales,Sex ratio,104.3,NUM,
2009,New South Wales,Sex ratio,105.4,NUM,
2010,New South Wales,Sex ratio,105.3,NUM,
2011,New South Wales,Sex ratio,106.1,NUM,
2012,New South Wales,Sex ratio,105.8,NUM,
2013,New South Wales,Sex ratio,106.8,NUM,
2014,New South Wales,Sex ratio,105.2,NUM,
2015,New South Wales,Sex ratio,105.3,NUM,
2016,New South Wales,Sex ratio,105,NUM,
2017,New South Wales,Sex ratio,105.3,NUM,
2018,New South Wales,Sex ratio,105.9,NUM,
2019,New South Wales,Sex ratio,106.2,NUM,
2020,New South Wales,Sex ratio,105.2,NUM,
2021,New South Wales,Sex ratio,105.8,NUM,
2022,New South Wales,Sex ratio,105.5,NUM,
2023,New South Wales,Sex ratio,106.6,NUM,
2024,New South Wales,Sex ratio,105.5,NUM,
1975,Northern Territory,Ex-nuptial births,502,NUM,
1976,Northern Territory,Ex-nuptial births,629,NUM,
1977,Northern Territory,Ex-nuptial births,560,NUM,
1978,Northern Territory,Ex-nuptial births,681,NUM,
1979,Northern Territory,Ex-nuptial births,744,NUM,
1980,Northern Territory,Ex-nuptial births,779,NUM,
1981,Northern Territory,Ex-nuptial births,1028,NUM,
1982,Northern Territory,Ex-nuptial births,914,NUM,
1983,Northern Territory,Ex-nuptial births,1216,NUM,
1984,Northern Territory,Ex-nuptial births,1424,NUM,
1985,Northern Territory,Ex-nuptial births,1518,NUM,
1986,Northern Territory,Ex-nuptial births,1644,NUM,
1987,Northern Territory,Ex-nuptial births,1755,NUM,
1988,Northern Territory,Ex-nuptial births,1691,NUM,
1989,Northern Territory,Ex-nuptial births,1745,NUM,
1990,Northern Territory,Ex-nuptial births,1880,NUM,
1991,Northern Territory,Ex-nuptial births,1913,NUM,
1992,Northern Territory,Ex-nuptial births,2068,NUM,
1993,Northern Territory,Ex-nuptial births,1992,NUM,
1994,Northern Territory,Ex-nuptial births,2043,NUM,
1995,Northern Territory,Ex-nuptial births,2153,NUM,
1996,Northern Territory,Ex-nuptial births,2058,NUM,
1997,Northern Territory,Ex-nuptial births,2066,NUM,
1998,Northern Territory,Ex-nuptial births,2124,NUM,
1999,Northern Territory,Ex-nuptial births,2144,NUM,
2000,Northern Territory,Ex-nuptial births,2235,NUM,
2001,Northern Territory,Ex-nuptial births,2417,NUM,
2002,Northern Territory,Ex-nuptial births,2310,NUM,
2003,Northern Territory,Ex-nuptial births,2420,NUM,
2004,Northern Territory,Ex-nuptial births,2284,NUM,
2005,Northern Territory,Ex-nuptial births,2316,NUM,
2006,Northern Territory,Ex-nuptial births,2390,NUM,
2007,Northern Territory,Ex-nuptial births,2495,NUM,
2008,Northern Territory,Ex-nuptial births,2468,NUM,
2009,Northern Territory,Ex-nuptial births,2403,NUM,
2010,Northern Territory,Ex-nuptial births,2361,NUM,
2011,Northern Territory,Ex-nuptial births,2364,NUM,
2012,Northern Territory,Ex-nuptial births,2429,NUM,
2013,Northern Territory,Ex-nuptial births,2297,NUM,
2014,Northern Territory,Ex-nuptial births,2367,NUM,
2015,Northern Territory,Ex-nuptial births,2257,NUM,
2016,Northern Territory,Ex-nuptial births,2261,NUM,
2017,Northern Territory,Ex-nuptial births,2235,NUM,
2018,Northern Territory,Ex-nuptial births,2486,NUM,
2019,Northern Territory,Ex-nuptial births,2144,NUM,
2020,Northern Territory,Ex-nuptial births,2221,NUM,
2021,Northern Territory,Ex-nuptial births,2259,NUM,
2022,Northern Territory,Ex-nuptial births,2164,NUM,
2023,Northern Territory,Ex-nuptial births,2053,NUM,
2024,Northern Territory,Ex-nuptial births,2176,NUM,
1975,South Australia,"Ex-nuptial, paternity acknowledged births",1015,NUM,
1976,South Australia,"Ex-nuptial, paternity acknowledged births",1017,NUM,
1977,South Australia,"Ex-nuptial, paternity acknowledged births",1062,NUM,
1978,South Australia,"Ex-nuptial, paternity acknowledged births",1197,NUM,
1979,South Australia,"Ex-nuptial, paternity acknowledged births",1247,NUM,
1980,South Australia,"Ex-nuptial, paternity acknowledged births",1380,NUM,
1981,South Australia,"Ex-nuptial, paternity acknowledged births",1543,NUM,
1982,South Australia,"Ex-nuptial, paternity acknowledged births",1628,NUM,
1983,South Australia,"Ex-nuptial, paternity acknowledged births",1921,NUM,
1984,South Australia,"Ex-nuptial, paternity acknowledged births",2042,NUM,
1985,South Australia,"Ex-nuptial, paternity acknowledged births",2015,NUM,
1986,South Australia,"Ex-nuptial, paternity acknowledged births",2509,NUM,
1987,South Australia,"Ex-nuptial, paternity acknowledged births",2542,NUM,
1988,South Australia,"Ex-nuptial, paternity acknowledged births",2697,NUM,
1989,South Australia,"Ex-nuptial, paternity acknowledged births",3172,NUM,
1990,South Australia,"Ex-nuptial, paternity acknowledged births",3591,NUM,
1991,South Australia,"Ex-nuptial, paternity acknowledged births",3845,NUM,
1992,South Australia,"Ex-nuptial, paternity acknowledged births",3980,NUM,
1993,South Australia,"Ex-nuptial, paternity acknowledged births",4227,NUM,
1994,South Australia,"Ex-nuptial, paternity acknowledged births",4328,NUM,
1995,South Australia,"Ex-nuptial, paternity acknowledged births",4516,NUM,
1996,South Australia,"Ex-nuptial, paternity acknowledged births",4960,NUM,
1997,South Australia,"Ex-nuptial, paternity acknowledged births",4787,NUM,
1998,South Australia,"Ex-nuptial, paternity acknowledged births",4959,NUM,
1999,South Australia,"Ex-nuptial, paternity acknowledged births",5026,NUM,
2000,South Australia,"Ex-nuptial, paternity acknowledged births",5227,NUM,
2001,South Australia,"Ex-nuptial, paternity acknowledged births",5249,NUM,
2002,South Australia,"Ex-nuptial, paternity acknowledged births",5457,NUM,
2003,South Australia,"Ex-nuptial, paternity acknowledged births",5530,NUM,
2004,South Australia,"Ex-nuptial, paternity acknowledged births",5543,NUM,
2005,South Australia,"Ex-nuptial, paternity acknowledged births",5925,NUM,
2006,South Australia,"Ex-nuptial, paternity acknowledged births",6045,NUM,
2007,South Australia,"Ex-nuptial, paternity acknowledged births",6581,NUM,
2008,South Australia,"Ex-nuptial, paternity acknowledged births",6980,NUM,
2009,South Australia,"Ex-nuptial, paternity acknowledged births",6774,NUM,
2010,South Australia,"Ex-nuptial, paternity acknowledged births",6725,NUM,
2011,South Australia,"Ex-nuptial, paternity acknowledged births",6651,NUM,
2012,South Australia,"Ex-nuptial, paternity acknowledged births",6851,NUM,
2013,South Australia,"Ex-nuptial, paternity acknowledged births",6611,NUM,
2014,South Australia,"Ex-nuptial, paternity acknowledged births",6739,NUM,
2015,South Australia,"Ex-nuptial, paternity acknowledged births",6500,NUM,
2016,South Australia,"Ex-nuptial, paternity acknowledged births",6701,NUM,
2017,South Australia,"Ex-nuptial, paternity acknowledged births",6359,NUM,
2018,South Australia,"Ex-nuptial, paternity acknowledged births",6608,NUM,
2019,South Australia,"Ex-nuptial, paternity acknowledged births",6724,NUM,
2020,South Australia,"Ex-nuptial, paternity acknowledged births",6502,NUM,
2021,South Australia,"Ex-nuptial, paternity acknowledged births",7216,NUM,
2022,South Australia,"Ex-nuptial, paternity acknowledged births",7304,NUM,
2023,South Australia,"Ex-nuptial, paternity acknowledged births",6846,NUM,
2024,South Australia,"Ex-nuptial, paternity acknowledged births",6579,NUM,
1975,Tasmania,"Ex-nuptial, paternity acknowledged births",289,NUM,
1976,Tasmania,"Ex-nuptial, paternity acknowledged births",330,NUM,
1977,Tasmania,"Ex-nuptial, paternity acknowledged births",352,NUM,
1978,Tasmania,"Ex-nuptial, paternity acknowledged births",378,NUM,
1979,Tasmania,"Ex-nuptial, paternity acknowledged births",446,NUM,
1980,Tasmania,"Ex-nuptial, paternity acknowledged births",485,NUM,
1981,Tasmania,"Ex-nuptial, paternity acknowledged births",562,NUM,
1982,Tasmania,"Ex-nuptial, paternity acknowledged births",643,NUM,
1983,Tasmania,"Ex-nuptial, paternity acknowledged births",693,NUM,
1984,Tasmania,"Ex-nuptial, paternity acknowledged births",675,NUM,
1985,Tasmania,"Ex-nuptial, paternity acknowledged births",784,NUM,
1986,Tasmania,"Ex-nuptial, paternity acknowledged births",823,NUM,
1987,Tasmania,"Ex-nuptial, paternity acknowledged births",994,NUM,
1988,Tasmania,"Ex-nuptial, paternity acknowledged births",1101,NUM,
1989,Tasmania,"Ex-nuptial, paternity acknowledged births",1179,NUM,
1990,Tasmania,"Ex-nuptial, paternity acknowledged births",1413,NUM,
1991,Tasmania,"Ex-nuptial, paternity acknowledged births",1531,NUM,
1992,Tasmania,"Ex-nuptial, paternity acknowledged births",1660,NUM,
1993,Tasmania,"Ex-nuptial, paternity acknowledged births",1854,NUM,
1994,Tasmania,"Ex-nuptial, paternity acknowledged births",1808,NUM,
1995,Tasmania,"Ex-nuptial, paternity acknowledged births",1896,NUM,
1996,Tasmania,"Ex-nuptial, paternity acknowledged births",1941,NUM,
1997,Tasmania,"Ex-nuptial, paternity acknowledged births",1876,NUM,
1998,Tasmania,"Ex-nuptial, paternity acknowledged births",2059,NUM,
1999,Tasmania,"Ex-nuptial, paternity acknowledged births",2143,NUM,
2000,Tasmania,"Ex-nuptial, paternity acknowledged births",2050,NUM,
2001,Tasmania,"Ex-nuptial, paternity acknowledged births",2544,NUM,
2002,Tasmania,"Ex-nuptial, paternity acknowledged births",2344,NUM,
2003,Tasmania,"Ex-nuptial, paternity acknowledged births",2258,NUM,
2004,Tasmania,"Ex-nuptial, paternity acknowledged births",2297,NUM,
2005,Tasmania,"Ex-nuptial, paternity acknowledged births",2556,NUM,
2006,Tasmania,"Ex-nuptial, paternity acknowledged births",2553,NUM,
2007,Tasmania,"Ex-nuptial, paternity acknowledged births",2900,NUM,
2008,Tasmania,"Ex-nuptial, paternity acknowledged births",2992,NUM,
2009,Tasmania,"Ex-nuptial, paternity acknowledged births",3131,NUM,
2010,Tasmania,"Ex-nuptial, paternity acknowledged births",2990,NUM,
2011,Tasmania,"Ex-nuptial, paternity acknowledged births",2875,NUM,
2012,Tasmania,"Ex-nuptial, paternity acknowledged births",2747,NUM,
2013,Tasmania,"Ex-nuptial, paternity acknowledged births",2841,NUM,
2014,Tasmania,"Ex-nuptial, paternity acknowledged births",2743,NUM,
2015,Tasmania,"Ex-nuptial, paternity acknowledged births",2694,NUM,
2016,Tasmania,"Ex-nuptial, paternity acknowledged births",2807,NUM,
2017,Tasmania,"Ex-nuptial, paternity acknowledged births",2594,NUM,
2018,Tasmania,"Ex-nuptial, paternity acknowledged births",2633,NUM,
2019,Tasmania,"Ex-nuptial, paternity acknowledged births",2635,NUM,
2020,Tasmania,"Ex-nuptial, paternity acknowledged births",2617,NUM,
2021,Tasmania,"Ex-nuptial, paternity acknowledged births",2849,NUM,
